,Unnamed: 0,SCH_DEP_DATE,BKD_WT_sum,BKD_VOL_sum,CHG_WT_BU_sum,AC_CGO_WT_BU,AC_CGO_VOL_BU,CMRCL_CGO_WT_BU,CMRCL_CGO_VOL_BU,NOOP_CAN_IND,EST_CGO_PLOD_WT_BU,EST_CGO_PLOD_VOL_BU,ORG_AIRPORT_CODE,ORG_AIRPORT_NAME,ORG_CNTRY_NAME,ORG_REGION_NAME,DST_AIRPORT_CODE,DST_AIRPORT_NAME,DST_CNTRY_NAME,DST_REGION_NAME,org_hday_flg,dst_hday_flg,EST_CHG_WT,SCH_DEP_DAY,SCH_DEP_MONTH,SCH_DEP_YEAR,Flight_No,ISO_CODE,org,dst,INHOUSE_AC_TYP,OPN_MODE,SVC_TYP,CHG_WT_BU_PREDICT
3412,3412,2018-06-28,110.0,0.859256,160.0,21000.0,120.0,19959.0,85.335329,0.0,19959.0,85.335329,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,22614.516442434506,28,6,2018,1,2,6,16,15,3,5,2155.6926
6191,6191,2021-03-24,30991.63,118.008948,33479.074,20000.0,100.0,48598.08,124.0,0.0,48598.08,125.377725,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,54558.74284728819,24,3,2021,1,2,6,10,18,3,5,21675.404
5803,5803,2020-01-27,1244.0,2.117812,1244.0,20000.0,100.0,20000.0,100.0,0.0,39213.13,116.350659,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,40144.518354574255,27,1,2020,1,14,4,5,15,3,5,3211.6694
4271,4271,2018-01-14,8410.8,39.714728,8832.5,15000.0,60.0,15000.0,60.0,0.0,23783.81,70.982635,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,26988.86329764255,14,1,2018,1,6,12,5,4,3,5,6387.903
5180,5180,2019-07-03,5129.0,32.404857,5597.38,20000.0,100.0,61500.0,162.57,0.0,595.66,62.56515,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,754.151367384708,3,7,2019,1,17,15,5,17,3,5,5333.9673
653,653,2019-02-03,14294.04,38.617414,15192.9,15000.0,60.0,30115.52,92.525808,0.0,30115.52,92.525808,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,33809.25566179496,3,2,2019,1,2,6,10,4,3,5,13152.391
1992,1992,2021-03-02,4415.41,21.6600399,4864.085,10000.0,60.0,12000.0,70.0,0.0,21618.12,94.35994,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,22521.60647371612,2,3,2021,1,2,6,4,14,3,5,10032.045
1536,1536,2019-10-10,19992.9,63.726682,20362.96,17000.0,90.0,20500.0,100.0,0.0,20926.5,87.10479,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,22168.67618738431,10,10,2019,1,16,9,5,14,3,5,16311.276
2867,2867,2019-05-07,2702.0,13.091051,3696.5,10000.0,90.0,31055.32,112.114012,0.0,31055.32,112.114012,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,39318.42333305858,7,5,2019,1,17,15,5,15,3,5,6494.227
4377,4377,2018-03-21,18467.3,61.937666,19578.8,17000.0,90.0,24500.0,100.0,0.0,23328.25,95.578922,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,24712.991674114062,21,3,2018,1,16,9,5,14,3,5,16051.811
4475,4475,2021-06-15,17068.0,76.829963,17068.0,17000.0,90.0,24000.0,120.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,15,6,2021,1,10,10,5,14,3,4,7433.4023
6063,6063,2020-03-01,17158.96,86.849508,19748.62,15000.0,60.0,45088.98,109.909222,0.0,45088.98,109.909222,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,1,50619.2439097701,1,3,2020,1,2,6,10,4,3,5,17507.164
3977,3977,2021-05-13,3501.3,15.284963,3717.5,13000.0,60.0,31398.24,70.826946,0.0,31398.24,70.826946,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,39752.586424257526,13,5,2021,1,17,15,5,11,3,5,6609.808
6309,6309,2020-12-14,19378.5,99.00583,19888.5,20000.0,100.0,30000.0,150.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",HAN,Noi Bai Intl,VIETNAM,FAR EAST,0,0,17736.660114433766,14,12,2020,1,2,6,7,18,3,4,9147.358
5164,5164,2020-08-24,5671.56,25.086475,5733.0,17000.0,90.0,17000.0,90.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,24,8,2020,1,10,10,5,14,3,4,5351.4844
908,908,2020-08-02,827.5,4.95875,830.5,20000.0,100.0,30000.0,150.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,2,8,2020,1,10,10,5,18,3,4,5061.8247
1747,1747,2019-02-23,8280.8,47.153459,11075.67,10000.0,90.0,19728.93,135.83,0.0,19728.93,85.82503,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,24978.342572167323,23,2,2019,1,17,15,5,15,3,5,11227.437
169,169,2019-03-08,120.0,0.552,120.0,20000.0,100.0,20000.0,100.0,0.0,28704.3,92.412395,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,29386.08313606197,8,3,2019,1,14,4,5,18,3,5,4716.713
1406,1406,2018-10-12,13764.5,60.897492,14493.2,15000.0,60.0,15000.0,80.0,0.0,37559.62,98.175629,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,42621.07079107179,12,10,2018,1,6,12,5,4,3,5,11089.198
567,567,2018-01-28,12370.0,42.59875,12370.0,17000.0,90.0,19500.0,86.736287,0.0,17659.39,86.736287,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,18707.633793359262,28,1,2018,1,16,9,5,14,3,5,12322.933
828,828,2019-03-07,15979.8,83.810146,18238.47,20000.0,100.0,25000.0,110.0,0.0,29581.02,99.593772,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,31336.91987062045,7,3,2019,1,16,9,5,15,3,5,16316.1045
5259,5259,2021-07-15,12848.31,74.78708,15725.082,20000.0,100.0,18414.73,120.0,0.0,18414.73,80.966946,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,23314.46430769265,15,7,2021,1,17,15,5,17,3,5,8695.385
4883,4883,2019-08-23,7884.8,36.234073,8275.5,8000.0,40.0,8000.0,40.0,0.0,26140.89,60.754671,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,29663.57815205853,23,8,2019,1,6,12,5,2,3,5,6437.8193
2622,2622,2021-05-08,3000.83,24.745072,4471.5,13000.0,60.0,33566.62,75.686347,0.0,33566.62,75.686347,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,42497.92225679564,8,5,2021,1,17,15,5,11,3,5,6609.808
7045,7045,2018-07-05,2399.0,9.755435,2474.5,17000.0,90.0,17000.0,90.0,0.0,16470.98,78.901078,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,16862.19791503064,5,7,2018,1,14,4,5,14,3,5,5315.0864
1513,1513,2019-11-13,455.0,1.955304,455.0,20000.0,100.0,24420.92,96.922515,0.0,24420.92,96.922515,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,27670.08852544604,13,11,2019,1,2,6,16,16,3,5,894.2334
1383,1383,2018-11-28,25169.0,94.6,25848.0,21000.0,120.0,41000.0,220.0,0.0,30064.43,109.868263,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,30692.03632143193,28,11,2018,1,9,13,5,18,3,5,23064.662
5489,5489,2020-09-05,22211.0,74.1,22887.0,20000.0,100.0,45000.0,1200.0,0.0,50287.73,132.821737,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,51337.50534044258,5,9,2020,1,9,13,5,18,3,5,17904.273
2478,2478,2020-07-03,19016.62,80.685323,19101.3,10000.0,60.0,30000.0,80.0,0.0,18172.2,100.171437,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,18931.671077858024,3,7,2020,1,2,6,4,14,3,5,9097.693
5321,5321,2021-08-08,15227.75,49.062246,15278.067,17000.0,90.0,17000.0,90.0,0.0,12319.91,70.718862,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,12834.796217783967,8,8,2021,1,2,6,4,14,3,5,9070.268
3034,3034,2021-07-04,25230.0,105.182365,25977.0,20000.0,100.0,60000.0,160.0,0.0,34323.64,91.260479,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,36361.05706794503,4,7,2021,1,16,9,5,18,3,5,27441.934
7722,7722,2021-06-28,27000.0,98.481784,27212.549,20000.0,100.0,45000.0,200.0,0.0,33406.95,87.326467,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,35389.953262998504,28,6,2021,1,16,9,5,18,3,5,24942.373
620,620,2019-02-20,6742.1,38.431937,6860.8,3000.0,30.0,8860.7,68.447305,0.0,8860.7,68.447305,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,9231.015392719462,20,2,2019,1,2,6,4,14,3,5,8973.684
5042,5042,2019-03-03,709.0,2.772393,758.0,13000.0,60.0,14390.75,54.328683,0.0,14390.75,54.328683,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,16305.41873310107,3,3,2019,1,2,6,16,11,3,5,1775.9127
222,222,2021-01-16,2892.7,16.597614,2911.0,102500.0,550.0,102500.0,550.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",HAN,Noi Bai Intl,VIETNAM,FAR EAST,1,0,17736.660114433766,16,1,2021,1,2,6,7,20,2,2,10264.421
7944,7944,2020-03-01,12788.27,82.391519,16787.28,10000.0,90.0,37009.01,141.85,0.0,37009.01,103.846108,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,46856.252723121135,1,3,2020,1,17,15,5,15,3,5,11789.15
7614,7614,2019-08-27,243.9,2.333776,394.0,20000.0,100.0,24943.21,85.865269,0.0,24943.21,85.865269,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,28261.868463955943,27,8,2019,1,2,6,16,15,3,5,-314.19012
6803,6803,2018-09-09,8197.7,46.196594,8460.0,10000.0,90.0,16779.87,82.47994,0.0,16779.87,82.47994,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,21244.605823855287,9,9,2018,1,17,15,5,15,3,5,9428.12
8903,8903,2020-03-07,2467.0,10.707552,2467.0,13000.0,60.0,2467.0,10.71,0.0,23133.99,74.25485,ADD,Bole Intl,ETHIOPIA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,23741.526430783924,7,3,2020,1,5,1,5,11,3,5,17046.666
2233,2233,2018-08-08,16901.5,73.297743,17747.5,17000.0,90.0,20000.0,100.0,0.0,16001.67,82.540359,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,16951.51318602642,8,8,2018,1,16,9,5,14,3,5,15502.161
7216,7216,2018-06-03,208.0,1.637,273.5,21000.0,120.0,20145.91,82.341617,0.0,20145.91,82.341617,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,22826.29455096977,3,6,2018,1,2,6,16,18,3,5,1375.3582
5173,5173,2018-07-21,17541.5,88.477017,18450.5,17000.0,90.0,20000.0,120.0,0.0,15739.24,78.696048,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,16673.505602729867,21,7,2018,1,16,9,5,14,3,5,15337.275
2986,2986,2019-11-28,3548.0,16.316473,3548.0,20000.0,100.0,20000.0,100.0,0.0,25117.55,101.611497,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,25714.14082469154,28,11,2019,1,14,4,5,15,3,5,4115.746
5014,5014,2018-07-23,8532.7,34.142778,9056.5,15000.0,60.0,15000.0,60.0,0.0,20131.73,68.127545,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,22844.637125635018,23,7,2018,1,6,12,5,4,3,5,9694.818
2252,2252,2018-05-17,11945.15,60.256162,12289.5,3000.0,30.0,10000.0,60.0,0.0,19385.38,101.16994,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,20195.5535311788,17,5,2018,1,2,6,4,14,3,5,9644.588
8368,8368,2018-12-09,28568.0,105.8,28576.0,21000.0,120.0,38500.0,200.0,0.0,24569.82,102.759401,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,25082.724264223358,9,12,2018,1,9,13,5,18,3,5,22761.078
2133,2133,2021-06-22,22633.7,102.90516,23211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AKL,International,NEW ZEALAND,ANZ,SIN,Changi,SINGAPORE,FAR EAST,0,0,0.0,22,6,2021,1,0,2,14,0,0,0,30123.18
5538,5538,2019-11-21,10934.7,54.930281,11785.0,15000.0,60.0,15000.0,60.0,0.0,26037.81,92.846587,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,29546.60732069379,21,11,2019,1,6,12,5,9,3,5,10131.701
7319,7319,2020-02-05,5317.6,46.154378,8834.0,10000.0,90.0,27005.04,88.02,0.0,27005.04,88.024192,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,34190.45737883816,5,2,2020,1,17,15,5,15,3,5,11365.964
7535,7535,2020-08-09,148.0,0.7644,148.0,20000.0,100.0,25941.3,90.388024,0.0,25941.3,90.388024,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,29392.752912877702,9,8,2020,1,2,6,16,18,3,5,1453.3165
3573,3573,2020-01-18,20269.0,56.618332,20606.0,20000.0,100.0,24715.22,98.631737,0.0,24715.22,98.631737,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,25231.15954409183,18,1,2020,1,9,13,5,18,3,5,24865.195
3053,3053,2019-06-28,536.4,4.222347,711.5,20000.0,100.0,20558.15,82.757126,0.0,20558.15,82.757126,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,23293.38249416478,28,6,2019,1,2,6,16,18,3,5,752.1959
6025,6025,2018-06-18,2387.0,11.681,2387.0,21000.0,120.0,21000.0,120.0,0.0,30787.13,98.547425,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,31518.384412814376,18,6,2018,1,14,4,5,15,3,5,3913.4338
4659,4659,2021-01-25,16492.0,72.8,16801.0,20000.0,100.0,48130.3,124.369641,0.0,48130.3,124.369641,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,49135.03817505987,25,1,2021,1,9,13,5,18,3,5,24398.604
7259,7259,2020-01-05,12846.75,61.506413,12928.85,10000.0,60.0,14121.32,73.217485,0.0,14121.32,73.217485,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,14711.492577958534,5,1,2020,1,2,6,4,14,3,5,8530.476
6338,6338,2020-01-07,222.0,1.659482,283.0,20000.0,100.0,22199.23,88.292216,0.0,22199.23,88.292216,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,25152.805844199876,7,1,2020,1,2,6,16,18,3,5,681.2858
321,321,2020-01-01,14398.1,55.611009,14639.1,20000.0,100.0,25000.0,120.0,0.0,24457.31,92.024072,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,25909.07155064039,1,1,2020,1,16,9,5,18,3,5,12544.311
3090,3090,2019-05-15,3536.09,11.296652,3719.79,15000.0,60.0,43492.32,107.345808,0.0,43492.32,107.345808,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,48826.7500014809,15,5,2019,1,2,6,10,4,3,5,13280.219
5332,5332,2020-12-24,60102.65,321.231094,75760.0,102500.0,550.0,100000.0,475.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BAH,International,BAHRAIN,"GCC, MIDDLE EAST & IRAN",1,0,0.0,24,12,2020,1,2,6,2,20,2,2,89785.18
4296,4296,2019-07-06,9592.13,42.125432,9771.33,17000.0,90.0,9004.16,72.719521,0.0,9004.16,72.719521,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,9380.471019051414,6,7,2019,1,2,6,4,14,3,5,8347.205
4877,4877,2020-12-05,100.0,0.598,100.0,17000.0,90.0,17000.0,90.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,5,12,2020,1,10,10,5,14,3,4,6350.397
5026,5026,2018-06-27,16801.0,67.579627,17710.0,17000.0,90.0,24000.0,120.0,0.0,16767.35,84.106467,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17762.64318784977,27,6,2018,1,16,9,5,14,3,5,15750.408
5993,5993,2018-06-28,16388.3,47.522841,16470.5,15000.0,60.0,19000.0,70.0,0.0,30742.2,83.160299,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,34884.950446071794,28,6,2018,1,6,12,5,4,3,5,11024.227
2251,2251,2020-12-25,733.4,4.940938,983.0,20000.0,100.0,31760.08,98.627485,0.0,31760.08,98.627485,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,1,0,35985.71328087756,25,12,2020,1,2,6,16,16,3,5,1304.1417
1937,1937,2018-05-23,940.0,4.797729,1084.0,21000.0,120.0,19938.93,84.241617,0.0,19938.93,84.241617,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,22591.77615760061,23,5,2018,1,2,6,16,18,3,5,1236.9213
2576,2576,2019-10-31,11964.5,80.111212,14125.5,20000.0,100.0,26000.0,105.0,0.0,25775.0,94.688623,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,27304.978316002704,31,10,2019,1,16,9,5,18,3,5,17708.41
6045,6045,2019-12-10,8727.0,79.37,15158.15,20000.0,100.0,25000.0,115.0,0.0,32261.13,103.067485,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,34176.11852957301,10,12,2019,1,16,9,5,18,3,5,16769.695
1417,1417,2019-09-20,3870.06,30.744447,6581.5,20000.0,100.0,13560.16,85.013772,0.0,13560.16,85.013772,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,17168.205362044493,20,9,2019,1,17,15,5,17,3,5,6864.91
554,554,2018-12-29,580.4,3.552969,615.5,20000.0,100.0,20000.0,100.0,0.0,37867.9,114.142275,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,38767.33651711002,29,12,2018,1,14,4,5,15,3,5,3977.4219
2499,2499,2020-05-28,14962.8,127.5492,24100.0,20000.0,100.0,45000.0,150.0,0.0,17000.0,65.0,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,18009.10306002118,28,5,2020,1,16,9,5,18,3,4,21005.736
5642,5642,2018-05-15,1210.53,6.210936,1361.0,21000.0,120.0,29668.72,97.838383,0.0,29668.72,97.838383,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,1,1,33616.10081998022,15,5,2018,1,2,6,16,18,3,5,1422.8962
4886,4886,2018-09-07,19667.6,69.327003,19947.08,21000.0,120.0,21000.0,120.0,0.0,23230.05,92.373293,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,24608.962619967355,7,9,2018,1,16,9,5,18,3,5,16276.113
3567,3567,2020-11-22,14415.57,67.939214,15559.5,10000.0,60.0,10000.0,90.0,0.0,28079.64,93.727545,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,29253.172894017524,22,11,2020,1,2,6,4,14,3,5,9095.368
6703,6703,2018-08-19,18733.0,79.674425,20767.0,17000.0,90.0,20000.0,90.0,0.0,16089.87,81.166048,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17044.948650137823,19,8,2018,1,16,9,5,14,3,5,15337.275
8608,8608,2019-04-11,684.0,3.963686,695.5,20000.0,100.0,24942.92,92.783114,0.0,24942.92,92.783114,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,28261.53987987015,11,4,2019,1,2,6,16,15,3,5,793.8011
1372,1372,2018-10-28,520.0,0.819469,520.0,20000.0,120.0,37117.37,112.46503,0.0,37117.37,112.46503,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,42055.78306352648,28,10,2018,1,2,6,16,16,3,5,2653.4033
7015,7015,2021-04-01,16325.14,90.73808,19060.0,20000.0,100.0,40000.0,185.0,0.0,23985.79,87.310958,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,25409.562593295614,1,4,2021,1,16,9,5,18,3,5,24331.033
8103,8103,2021-03-06,452.0,1.004375,458.0,20000.0,100.0,20000.0,100.0,0.0,40147.6,109.121617,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,45489.180836929874,6,3,2021,1,2,6,16,18,3,5,1904.7299
4043,4043,2018-02-17,2190.0,11.751,2190.0,21000.0,120.0,21000.0,120.0,0.0,42865.55,114.897246,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,43883.69045658739,17,2,2018,1,14,4,5,18,3,5,4362.5537
2663,2663,2018-06-10,12777.8,48.294659,13559.24,11000.0,70.0,23700.51,77.40509,0.0,23700.51,77.40509,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,26607.43038489549,10,6,2018,1,2,6,10,7,3,5,11432.5205
4921,4921,2018-07-02,9955.0,45.911996,10026.0,20000.0,120.0,20000.0,120.0,0.0,20153.24,85.072455,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,20631.91877527094,2,7,2018,1,14,4,5,16,3,5,5402.18
8618,8618,2021-04-18,10336.45,53.569185,10429.0,17000.0,90.0,12000.0,70.0,0.0,29254.58,120.176287,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,30477.217182338067,18,4,2021,1,2,6,4,14,3,5,9436.493
