Region,Month,From_date,to_date,Holiday,Country
"Middle East, GCC & Iran",Oct-21,19-Oct-21,19-Oct-21,Birthday of Muhammad (mawlid),IRAN
West -  South East Asia & Iran,Oct-19,04/10/2019,08/10/2019, Durga Puja ,"INDIA, BANGLADESH"
"Middle East, GCC & Iran",Oct-21,24-Oct-21,24-Oct-21,Birthday of Imam Sadeq,IRAN
"Middle East, GCC & Iran",Nov-21,18-Nov-21,18-Nov-21,National Day,OMAN
"Middle East, GCC & Iran",Nov-21,19-Nov-21,19-Nov-21,Sultan's Birthday,OMAN
"Middle East, GCC & Iran",Nov-21,22-Nov-21,22-Nov-21,Independence Day,LEBANON
"Middle East, GCC & Iran",Nov-21,30-Nov-21,30-Nov-21,Independence Day,YEMEN
"Middle East, GCC & Iran",Dec-21,16-Dec-21,17-Dec-21,National Day,BAHRAIN
"Middle East, GCC & Iran",Dec-21,18-Dec-21,18-Dec-21,National Day,QATAR
MIddle East & GCC,Nov-19,09/11/2019,10/11/2019, Milad ul Nabi/Mawlid/Maouloud ,ALL GCC COUNTRIES
West -  South East Asia & Iran,Sep-18,02/09/2018,03/09/2018,Janmashtami,"BANGLADESH, INDIA"
UAE,Mar-21,10-Mar-21,10-Mar-21,Isra Al Mairaj,UAE
West -  South East Asia & Iran,Apr-18,14/04/2018,14/04/2018,Bengali New Year,"BANGLADESH, INDIA"
Americas,Jun-18,31/05/2018,31/05/2018,Corpus Christi,"BRAZIL, VENEZUELA"
West -  South East Asia & Iran,Jul-18,27/07/2018,27/07/2018,Esala/Waso full moon poya ,"SRI LANKA,UNION OF MYANMAR"
West -  South East Asia & Iran,Sep-18,11/09/2018,11/09/2018,Hijri NY/Muharram,"INDONESIA , INDIA"
UAE,Jul-21,19-Jul-21,19-Jul-21,Arafat Day,UAE
Far East & Australia,Sep-18,24/09/2018,24/09/2018,Queen's birthday,WESTERN AUSTRALIA
UAE,Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,UAE
UAE,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,UAE
UAE,Nov-21,30-Nov-21,30-Nov-21,Martyr's Day,UAE
UAE,Dec-21,02-Dec-21,02-Dec-21,National Day,UAE
Africa,Sep-18,25/09/2018,25/09/2018,Revolution Day,"MOZAMBIQUE, YEMEN"
West -  South East Asia & Iran,Oct-18,24/10/2018,24/10/2018,Vap / Thadingyut full moon poya,"SRI LANKA,UNION OF MYANMAR"
West - South East Asia,Jan-21,09-Jan-21,09-Jan-21,Customs Holiday,INDIA
West - South East Asia,Jan-21,14-Jan-21,14-Jan-21,Pongal/Magar Sankranti,INDIA
West - South East Asia,Jan-21,14-Jan-21,14-Jan-21,Pongal/Magar Sankranti,NEPAL
West - South East Asia,Jan-21,14-Jan-21,14-Jan-21,Pongal/Magar Sankranti,SRI LANKA
West - South East Asia,Jan-21,26-Jan-21,26-Jan-21,Republic day,INDIA
West - South East Asia,Feb-21,04-Feb-21,04-Feb-21,National Day,SRI LANKA
West - South East Asia,Feb-21,05-Feb-21,05-Feb-21,Kashmir Day,PAKISTAN
West - South East Asia,Feb-21,13-Feb-21,13-Feb-21,Customs Holiday,INDIA
West - South East Asia,Feb-21,21-Feb-21,21-Feb-21,Martyr's Day,BANGLADESH
West - South East Asia,Feb-21,26-Feb-21,26-Feb-21,Navam Full Moon Poya Day,SRI LANKA
MIddle East & GCC,Nov-18,20/11/2018,20/11/2018,Milad ul Nabi/Mawlid/Maouloud,ALL GCC COUNTRIES
West - South East Asia,Mar-21,10-Mar-21,10-Mar-21,Isra Al Mairaj/ Mabaath,INDONESIA
West - South East Asia,Mar-21,11-Mar-21,11-Mar-21,Maha sivaratri,INDIA
West - South East Asia,Mar-21,11-Mar-21,11-Mar-21,Maha sivaratri,SRI LANKA
West - South East Asia,Mar-21,13-Mar-21,13-Mar-21,Customs Holiday,INDIA
West - South East Asia,Mar-21,17-Mar-21,17-Mar-21,Sh.Mujibur Rahman's birthday,BANGLADESH
West - South East Asia,Mar-21,23-Mar-21,23-Mar-21,Pakistan Day,PAKISTAN
West - South East Asia,Mar-21,26-Mar-21,26-Mar-21,Independence Day,BANGLADESH
West - South East Asia,Mar-21,28-Mar-21,29-Mar-21,Holi,INDIA
West - South East Asia,Mar-21,28-Mar-21,28-Mar-21,Madin Full Moon Poya Day,SRI LANKA
West - South East Asia,Mar-21,28-Mar-21,29-Mar-21,Shabebaraat,BANGLADESH
West - South East Asia,Mar-21,13-Apr-21,13-Apr-21,Ugadi/Gudi Padwa,INDIA
Europe & Russia,Nov-18,30/11/2018,30/11/2018,St Andrew's Day,"SCOTLAND, ROMANIA"
West - South East Asia,Apr-21,10-Apr-21,10-Apr-21,Customs Holiday,INDIA
Far East & Australia,Mar-19,04/03/2019,04/03/2019, Labour Day ,AUSTRALIA(WESTERN)
West - South East Asia,Apr-21,14-Apr-21,14-Apr-21,Sinhala New Year,SRI LANKA
West - South East Asia,Apr-21,14-Apr-21,14-Apr-21,Vishu,INDIA
West - South East Asia,Apr-21,15-Apr-21,15-Apr-21,Bengali New Year(Pahela Baishakh),BANGLADESH
West - South East Asia,Apr-21,15-Apr-21,15-Apr-21,Bengali New Year(Pahela Baishakh),INDIA
West - South East Asia,Apr-21,25-Apr-21,25-Apr-21,Mahavir Jayanti,INDIA
Americas,May-19,24/05/2019,24/05/2019, Anniv of the battle of Pichincha/National Day ,"ECUADOR, ARGENTINA"
Americas,May-19,30/05/2019,30/05/2019, Ascension Day ,"COLOMBIA,VENEZUELA"
West - South East Asia,May-21,07-May-21,07-May-21,Jamatul Bidah,BANGLADESH
West - South East Asia,May-21,08-May-21,08-May-21,Customs Holiday,INDIA
West - South East Asia,May-21,09-May-21,10-May-21,Shab-e-Qadar,BANGLADESH
Far East & Australia,Apr-19,13/04/2019,15/04/2019, Songakran/New Year ,"THAILAND, CAMBODIA"
West - South East Asia,May-21,13-May-21,13-May-21,Ascension Day,INDONESIA
Far East & Australia,Jun-19,01/06/2019,03/06/2019, Children's Day/Pancasila Day ,"CAMBODIA,INDONESIA"
West - South East Asia,May-21,26-May-21,26-May-21,Wesak Bucha/Buddha Purnima,BANGLADESH
West - South East Asia,May-21,26-May-21,26-May-21,Wesak Bucha/Buddha Purnima,INDIA
West - South East Asia,May-21,26-May-21,26-May-21,Wesak Bucha/Buddha Purnima,INDONESIA
West - South East Asia,May-21,26-May-21,26-May-21,Wesak Bucha/Buddha Purnima,SRI LANKA
West - South East Asia,May-21,26-May-21,26-May-21,Wesak Bucha/Buddha Purnima,THAILAND
West - South East Asia,May-21,29-May-21,29-May-21,Republic day,NEPAL
West - South East Asia,Jun-21,12-Jun-21,12-Jun-21,Customs Holiday,INDIA
West - South East Asia,Jun-21,24-Jun-21,24-Jun-21,Poson full moon poya,SRI LANKA
West - South East Asia,Jul-21,10-Jul-21,10-Jul-21,Customs Holiday,INDIA
West - South East Asia,Jul-21,14-Jul-21,14-Jul-21,Republic day,IRAQ
Far East & Australia,Oct-19,27/10/2019,28/10/2019, Diwali ,"SINGAPORE,MALAYSIA"
Far East & Australia,Mar-20,02-Mar-20,02-Mar-20,Labour Day,AUSTRALIA(WESTERN)
Far East & Australia,Sep-20,28-Sep-20,28-Sep-20,Queen's birthday,AUSTRALIA(WESTERN)
West - South East Asia,Jul-21,23-Jul-21,23-Jul-21,Esala/Waso full moon poya,SRI LANKA
West - South East Asia,Jul-21,26-Jul-21,26-Jul-21,Independence Day,MALDIVES
West - South East Asia,Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,INDIA
West - South East Asia,Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,INDONESIA
West - South East Asia,Aug-21,14-Aug-21,14-Aug-21,Customs Holiday,INDIA
West - South East Asia,Aug-21,14-Aug-21,14-Aug-21,Independence Day,PAKISTAN
West - South East Asia,Aug-21,15-Aug-21,15-Aug-21,Independence Day,INDIA
West - South East Asia,Aug-21,15-Aug-21,15-Aug-21,Mourning Day,BANGLADESH
West - South East Asia,Aug-21,17-Aug-21,17-Aug-21,Independence Day,INDONESIA
West - South East Asia,Aug-21,18-Aug-21,19-Aug-21,Ashurra,INDIA
West - South East Asia,Aug-21,18-Aug-21,19-Aug-21,Muharram/Shura/Tassoua,PAKISTAN
West - South East Asia,Aug-21,19-Aug-21,19-Aug-21,Muharram/Shura/Tassoua,BANGLADESH
Far East & Australia,Mar-21,01-Mar-21,01-Mar-21,Labour Day,AUSTRALIA(WESTERN)
West - South East Asia,Aug-21,22-Aug-21,22-Aug-21,Nikini full moon poya,SRI LANKA
West - South East Asia,Aug-21,30-Aug-21,30-Aug-21,Janmashtami,BANGLADESH
West - South East Asia,Aug-21,30-Aug-21,30-Aug-21,Janmashtami,INDIA
West - South East Asia,Sep-21,10-Sep-21,10-Sep-21,Ganesh Chathurti,INDIA
West - South East Asia,Sep-21,11-Sep-21,11-Sep-21,Customs Holiday,INDIA
West - South East Asia,Sep-21,20-Sep-21,20-Sep-21,Binara full moon poya,SRI LANKA
West - South East Asia,Oct-21,02-Oct-21,02-Oct-21,Gandhi Jayanti,INDIA
West - South East Asia,Oct-21,07-Oct-21,08-Oct-21,Quamee Dhuvas,MALDIVES
West - South East Asia,Oct-21,09-Oct-21,09-Oct-21,Customs Holiday,INDIA
West - South East Asia,Oct-21,11-Oct-21,15-Oct-21,Durga Puja,INDIA
West - South East Asia,Oct-21,15-Oct-21,15-Oct-21,Durga Puja,BANGLADESH
West - South East Asia,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,BANGLADESH
West - South East Asia,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,INDIA
West - South East Asia,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,INDONESIA
West - South East Asia,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,MALDIVES
Far East & Australia,Sep-21,27-Sep-21,27-Sep-21,Queen's birthday,AUSTRALIA(WESTERN)
West - South East Asia,Oct-21,20-Oct-21,20-Oct-21,Vap/Thadingyut full moon poya,SRI LANKA
West - South East Asia,Nov-21,03-Nov-21,03-Nov-21,Victory Day,MALDIVES
West - South East Asia,Nov-21,04-Nov-21,04-Nov-21,Diwali,INDIA
West - South East Asia,Nov-21,04-Nov-21,04-Nov-21,Diwali,SRI LANKA
West - South East Asia,Nov-21,07-Nov-21,07-Nov-21,Day of embracing Islam,MALDIVES
West - South East Asia,Nov-21,09-Nov-21,09-Nov-21,Iqbal Day,PAKISTAN
West - South East Asia,Nov-21,11-Nov-21,11-Nov-21,Republic day,MALDIVES
West - South East Asia,Nov-21,13-Nov-21,13-Nov-21,Customs Holiday,INDIA
Far East & Australia,Apr-18,13/04/2018,15/04/2018,Songakran/New Year,"THAILAND, CAMBODIA"
West - South East Asia,Nov-21,19-Nov-21,19-Nov-21,Ill full moon poya,SRI LANKA
West - South East Asia,Dec-21,11-Dec-21,11-Dec-21,Customs Holiday,INDIA
West - South East Asia,Dec-21,16-Dec-21,16-Dec-21,Victory Day,BANGLADESH
West - South East Asia,Dec-21,25-Dec-21,25-Dec-21,Birthday of Qaidi Azam,PAKISTAN
Far East & Australia,Nov-18,06/11/2018,07/11/2018,Diwali,"SINGAPORE,MALAYSIA"
West - South East Asia,Dec-21,28-Dec-21,28-Dec-21,Unduvap Full moon Poya,SRI LANKA
Europe & Russia,Jan-18,01/01/2018,04/01/2018,NY Week & Bank Holiday,RUSSIAN FEDERATION
Far East & Australia,Mar-18,05/03/2018,05/03/2018,Labour Day,AUSTRALIA(WESTERN)
Americas,May-18,25/05/2018,25/05/2018,Anniv of the battle of Pichincha/National Day,"ECUADOR, ARGENTINA"
Americas,Feb-18,09/02/2018,10/02/2018,Mardi Gras,PANAMA
Far East & Australia,Jun-18,01/06/2018,01/06/2018,Children's Day/Pancasila Day,"CAMBODIA,INDONESIA"
Far East & Australia,Feb-18,11/02/2018,12/02/2018,National Day,JAPAN
West -  South East Asia & Iran,Feb-18,18/02/2018,19/02/2018,Martyrdom of Fatemah,IRAN
West -  South East Asia & Iran,Mar-18,01/03/2018,02/03/2018,Holi,INDIA
Europe & Russia,Mar-18,15/03/2018,16/03/2018,National Day/Revolution day,HUNGARY
Far East & Australia,Mar-18,17/03/2018,18/03/2018,Day of Silence(Hari Raya Nyepi),INDONESIA
West -  South East Asia & Iran,Mar-18,21/03/2018,24/03/2018,Nowrooz,IRAN
Far East & Australia,Feb-19,19/02/2019,19/02/2019, Magha Bucha(Meak Bochea) ,"CAMBODIA , THAILAND"
"Far East , Australia",May-19,05/05/2019,05/05/2019, Children's Day ,"JAPAN , SOUTH KOREA"
"Far East , Australia",May-18,05/05/2018,05/05/2018,Children's Day,"JAPAN , SOUTH KOREA"
Africa,Apr-19,03/04/2019,03/04/2019, Isra Al Mairaj ,"SENEGAL, SOUTH AFRICA"
West -  South East Asia & Iran,Apr-18,14/04/2018,15/04/2018,Vishu,INDIA
Africa,Apr-18,23/04/2018,23/04/2018,Isra Al Mairaj,"SENEGAL, SOUTH AFRICA"
Far East & Australia,Apr-18,29/04/2018,30/04/2018,Showa Day,JAPAN
West -  South East Asia & Iran,May-18,13/05/2018,16/05/2018,King's birthday,CAMBODIA
Far East & Australia,May-20,04-May-20,04-May-20,Labour Day,AUSTRALIA(QUEENSLAND)
Far East & Australia,Oct-20,05-Oct-20,05-Oct-20,Queen's birthday,AUSTRALIA(QUEENSLAND)
Far East & Australia,May-21,03-May-21,03-May-21,Labour Day,AUSTRALIA(QUEENSLAND)
Far East & Australia,Oct-21,04-Oct-21,04-Oct-21,Queen's birthday,AUSTRALIA(QUEENSLAND)
Far East & Australia,Jun-18,18/06/2018,19/06/2018,King's mother's birthday,CAMBODIA
Far East & Australia,Oct-19,07/10/2019,07/10/2019, Labour Day/Queen's Bday ,AUSTRALIA (QUEENSLAND)
Americas,Jul-18,01/07/2018,02/07/2018,Canada Day,CANADA
Far East & Australia,Oct-19,09/10/2019,09/10/2019, Hangeul Day ,"SINGAPORE, SOUTH KOREA"
Africa,Jul-18,01/07/2018,02/07/2018,Republic day,GHANA
Far East & Australia,Aug-18,12/08/2018,13/08/2018,Queen's birthday,THAILAND
Far East & Australia,Aug-18,13/08/2018,15/08/2018,Obon festival,JAPAN
Far East & Australia,Oct-18,02/10/2018,02/10/2018,Labour Day/Queen's Bday,AUSTRALIA (QUEENSLAND)
Far East & Australia,Oct-18,09/10/2018,09/10/2018,Hangeul Day,"SINGAPORE, SOUTH KOREA"
"Far East , Australia",Apr-19,25/04/2019,25/04/2019, Anzac Day ,"AUSTRALIA , NEW ZEALAND"
Africa,May-19,25/05/2019,25/05/2019, African Unity Day ,"GHANA, ZAMBIA, ZIMBABWE"
UAE ,Sep-18,11/09/2018,12/09/2018,Hijri NY/Muharram,UAE
Europe & Russia,May-19,06/05/2019,06/05/2019, May Bank Holiday ,"UNITED KINGDOM, IRELAND"
Far East & Australia,Sep-18,16/09/2018,17/09/2018,Malaysia Day,MALAYSIA
Europe & Russia,May-19,27/05/2019,27/05/2019, Spring Bank Holiday ,"UNITED KINGDOM, IRELAND"
Europe & Russia,Aug-19,26/08/2019,26/08/2019, Summer Bank Holiday ,"UNITED KINGDOM, IRELAND"
Far East & Australia,Sep-18,23/09/2018,24/09/2018,Autumn equinox,JAPAN
MIddle East & GCC,Sep-19,09/09/2019,10/09/2019, Eve of Ashurra ,"BAHRAIN , IRAQ, LEBANON"
Far East & Australia,Oct-18,08/10/2018,10/10/2018,Ancestor's Day,CAMBODIA
West -  South East Asia & Iran,Oct-18,16/10/2018,19/10/2018,Durga Puja,INDIA
MIddle East & GCC,Sep-18,19/09/2018,20/09/2018,Eve of Ashurra,"BAHRAIN , IRAQ, LEBANON"
"Far East , Australia",Apr-18,25/04/2018,25/04/2018,Anzac Day,"AUSTRALIA , NEW ZEALAND"
Europe & Russia,May-18,07/05/2018,07/05/2018,May Bank Holiday,"UNITED KINGDOM, IRELAND"
Far East & Australia,Nov-18,01/11/2018,02/11/2018,All Saints/All Souls Day,PHILIPPINES
Africa,May-18,25/05/2018,25/05/2018,African Unity Day,"GHANA, ZAMBIA, ZIMBABWE"
Europe & Russia,Nov-18,04/11/2018,05/11/2018,Day of Unity,RUSSIAN FEDERATION
Europe & Russia,May-18,28/05/2018,28/05/2018,Spring Bank Holiday,"UNITED KINGDOM, IRELAND"
Europe & Russia,Aug-18,27/08/2018,27/08/2018,Summer Bank Holiday,"UNITED KINGDOM, IRELAND"
Far East & Australia,Nov-18,21/11/2018,23/11/2018,Water Festival Ceremony,CAMBODIA
MIddle East & GCC,Dec-18,16/12/2018,17/12/2018,National Day,BAHRAIN
Far East & Australia,Jan-18,31/12/2017,01/01/2018,Founder's Day,TAIWAN
MIddle East & GCC,May-19,01/05/2019,01/05/2019, Labour Day ,"LEBANON, BAHRAIN, JORDAN"
Africa,Feb-18,16/02/2018,22/02/2018,Chinese New Year,MAURITIUS
Africa,Aug-19,12/08/2019,12/08/2019, Tabaski (Eid al Adha) ,"COTE DE I'VOIRE, SENEGAL"
Europe & Russia,Jun-18,14/06/2018,15/07/2018,Fifa World Cup,RUSSIAN FEDERATION
Far East & Australia,Sep-18,02/09/2018,03/09/2018,National Day,VIETNAM
Far East & Australia,Oct-18,01/10/2018,07/10/2018,National Holidays,CHINA
Far East & Australia,Apr-19,05/04/2019,08/04/2019, Qing Ming Festival ,"CHINA, HONGKONG, TAIWAN"
Europe & Russia,Jan-18,01/01/2018,01/01/2018,Restoration Day,CZECH REPUBLIC
Africa,Jan-18,01/01/2018,01/01/2018,Independence Day ,REPUBLIC OF THE SUDAN
Far East & Australia,Jan-18,01/01/2018,01/01/2018,New Year,PHILIPPINES
Far East & Australia,Jun-19,07/06/2019,09/06/2019, Dragon boat festival ,"CHINA, HONGKONG, TAIWAN"
Europe & Russia,Oct-19,07/10/2019,19/10/2019, Autumn school break ,VARIOUS PARTS FOR EUROPE
MIddle East & GCC,Jan-18,07/01/2018,07/01/2018,Orthodox / Coptic Christmas,LEBANON
Europe & Russia,Jan-18,07/01/2018,07/01/2018,Orthodox / Coptic Christmas,RUSSIAN FEDERATION
Far East & Australia,Jan-18,08/01/2018,08/01/2018,Coming of Age,JAPAN
Africa,Jan-18,11/01/2018,11/01/2018,Proclamation of Independence,MOROCCO
Africa,Jan-18,12/01/2018,12/01/2018,Revolution Day,TANZANIA
Africa,Jan-18,14/01/2018,14/01/2018,Revolution Day,TUNISIA
Africa,Jan-18,19/01/2018,19/01/2018,Epiphany  ,ETHIOPIA
Africa,Jan-18,25/01/2018,25/01/2018,Revolution Day,EGYPT
Far East & Australia,Jan-18,26/01/2018,26/01/2018,Australia Day,AUSTRALIA
West -  South East Asia & Iran,Jan-18,26/01/2018,26/01/2018,Republic Day,INDIA
Africa,Jan-18,26/01/2018,26/01/2018,NRM Liberation Day,UGANDA
Africa,Jan-18,31/01/2018,31/01/2018,Thaipoosam,MAURITIUS
Far East & Australia,Jan-18,31/01/2018,31/01/2018,Thaipoosam,MALAYSIA
Far East & Australia,Jan-18,31/01/2018,31/01/2018,Magha Bucha(Meak Bochea),CAMBODIA
Africa,Feb-18,01/02/2018,01/02/2018,Abolition of Slavery,MAURITIUS
Africa,Feb-18,03/02/2018,03/02/2018,Heroes Day,MOZAMBIQUE
West -  South East Asia & Iran,Feb-18,04/02/2018,04/02/2018,National Day,SRI LANKA
Africa,Feb-18,04/02/2018,04/02/2018,Liberation Day ,ANGOLA
West -  South East Asia & Iran,Feb-18,05/02/2018,05/02/2018,Kashmir Day ,PAKISTAN
Americas,Feb-18,05/02/2018,05/02/2018,Constitution Day,MEXICO
Far East & Australia,Feb-18,06/02/2018,06/02/2018,Waitangi Day,NEW ZEALAND
West -  South East Asia & Iran,Feb-18,11/02/2018,11/02/2018,Islamic Revolution,IRAN
Far East & Australia,Apr-18,05/04/2018,08/04/2018,Qing Ming Festival,"CHINA, HONGKONG, TAIWAN"
MIddle East & GCC,Feb-18,13/02/2018,13/02/2018,National Sports Day,QATAR
Far East & Australia,Jun-18,16/06/2018,18/06/2018,Dragon boat festival,"CHINA, HONGKONG, TAIWAN"
Africa,Feb-18,13/02/2018,13/02/2018,Mahasivaratri,MAURITIUS
Europe & Russia,Feb-18,13/02/2018,13/02/2018,Carnival,PORTUGAL
MIddle East & GCC,Feb-18,14/02/2018,14/02/2018,Rafik Hariri Day,LEBANON
Europe & Russia,Oct-18,17/10/2018,29/10/2018,Autumn school break,VARIOUS PARTS FOR EUROPE
West -  South East Asia & Iran,Feb-18,21/02/2018,21/02/2018,Martyr's Day,BANGLADESH
Europe & Russia,Feb-18,23/02/2018,23/02/2018,Red Army Day,RUSSIAN FEDERATION
Far East & Australia,Feb-18,25/02/2018,25/02/2018,People Power Day,PHILIPPINES
MIddle East & GCC,Feb-18,25/02/2018,25/02/2018,National Day,KUWAIT
Far East & Australia,Feb-18,28/02/2018,28/02/2018,Peace Memorial Day,TAIWAN
Far East & Australia,Mar-18,01/03/2018,01/03/2018,Magha Bucha,THAILAND
Far East & Australia,Mar-18,01/03/2018,01/03/2018,Mar 1st Movement,SOUTH KOREA
MIddle East & GCC,May-18,01/05/2018,01/05/2018,Labour Day,"LEBANON, BAHRAIN, JORDAN"
Americas,Mar-18,19/03/2018,19/03/2018,Benito Juarezs Birthday,MEXICO
Africa,Aug-18,22/08/2018,22/08/2018,Tabaski,"COTE DE I'VOIRE, SENEGAL"
Africa,Mar-18,06/03/2018,06/03/2018,Independence Day,GHANA
Africa,Mar-18,12/03/2018,12/03/2018,Independence Day,MAURITIUS
Africa,Mar-18,12/03/2018,12/03/2018,Youth Day,ZAMBIA
Far East & Australia,Mar-18,12/03/2018,12/03/2018,Canberra day/Adelaide Cup Day,AUSTRALIA
West -  South East Asia & Iran,Mar-18,17/03/2018,17/03/2018,Sh.Mujibur Rahman's birthday,BANGLADESH
Europe & Russia,Mar-18,17/03/2018,17/03/2018,St.Patrick's Day,IRELAND
West -  South East Asia & Iran,Mar-18,18/03/2018,18/03/2018,Ugadi/Gudi Padwa,INDIA
Africa,Mar-18,18/03/2018,18/03/2018,Ugadi/Gudi Padwa,MAURITIUS
Europe & Russia,Mar-18,19/03/2018,19/03/2018,St Joseph's Day,MALTA
West -  South East Asia & Iran,Mar-18,20/03/2018,20/03/2018,Oil Nationalisation Day,IRAN
Africa,Mar-18,20/03/2018,20/03/2018,Independence Day,TUNISIA
Far East & Australia,Mar-18,21/03/2018,21/03/2018,Spring Equinox,JAPAN
Africa,Mar-18,21/03/2018,21/03/2018,Human Rights Day,SOUTH AFRICA
MIddle East & GCC,Mar-18,21/03/2018,21/03/2018,Nowrooz,IRAQ
West -  South East Asia & Iran,Mar-18,23/03/2018,23/03/2018,Pakistan Day,PAKISTAN
Americas,Mar-18,24/03/2018,24/03/2018,Memorial Day,ARGENTINA
Europe & Russia,Mar-18,25/03/2018,25/03/2018,Independence Day,GREECE
MIddle East & GCC,Mar-18,25/03/2018,25/03/2018,Feast of Annunciation,LEBANON
West -  South East Asia & Iran,Mar-18,26/03/2018,26/03/2018,Independence Day,BANGLADESH
"Europe , Russia",Jul-19,05/07/2019,05/07/2019," St Cyril , Methodius day ","CZECH REPUBLIC , SLOVAKIA"
West -  South East Asia & Iran,Mar-18,29/03/2018,29/03/2018,Mahavir Jayanti,INDIA
West -  South East Asia & Iran,Mar-18,30/03/2018,30/03/2018,Imam Ali's Birthday,IRAN
Europe & Russia,Mar-18,31/03/2018,31/03/2018,Freedom Day,MALTA
Europe & Russia,Apr-18,01/04/2018,01/04/2018,National Day,CYPRUS
West -  South East Asia & Iran,Apr-18,01/04/2018,01/04/2018,Islamic Republic Day,IRAN
West -  South East Asia & Iran,Apr-18,01/04/2018,01/04/2018,Bank Holiday,INDIA
Americas,Apr-18,02/04/2018,02/04/2018,Malvinas Day,ARGENTINA
West -  South East Asia & Iran,Apr-18,02/04/2018,02/04/2018,Sizdehbedar ,IRAN
Africa,Apr-18,04/04/2018,04/04/2018,Peace Day,ANGOLA
Africa,Apr-18,04/04/2018,04/04/2018,Independence Day,SENEGAL
Far East & Australia,Apr-18,06/04/2018,06/04/2018,Chakri Day,THAILAND
Africa,Apr-18,07/04/2018,07/04/2018,Karume Day,TANZANIA
Africa,Apr-18,09/04/2018,09/04/2018,Martyr's Day,TUNISIA
Far East & Australia,Apr-18,09/04/2018,09/04/2018,Day of Valour,PHILIPPINES
Africa,Apr-18,09/04/2018,09/04/2018,Sham El Nassim,EGYPT
MIddle East & GCC,Apr-18,12/04/2018,12/04/2018,Isra Al Mairaj,JORDAN
Far East & Australia,Apr-18,13/04/2018,13/04/2018,National Assembly Election,SOUTH KOREA
UAE ,Apr-18,13/04/2018,13/04/2018,Isra Al Mairaj,UAE
Americas,Aug-19,15/08/2019,15/08/2019, Assumption Day ,"PARAGUAY, CHILE,VENEZUELA"
Far East & Australia,Apr-18,13/04/2018,13/04/2018,Isra Al Mairaj,MALAYSIA
"Europe , Russia",Nov-19,17/11/2019,17/11/2019," Struggle for freedom , Democracy  day ","CZECH REPUBLIC , SLOVAKIA"
West -  South East Asia & Iran,Apr-18,14/04/2018,14/04/2018,Sinhala New Year,SRI LANKA
West -  South East Asia & Iran,Sep-19,09/09/2019,10/09/2019, Muharram/Shura/Tassoua ,"BANGLADESH, PAKISTAN,IRAN"
West -  South East Asia & Iran,Sep-18,20/09/2018,21/09/2018,Muharram/Shura/Tassoua,"BANGLADESH, PAKISTAN,IRAN"
Africa,Apr-18,18/04/2018,18/04/2018,Independence Day,ZIMBABWE
Americas,Apr-18,21/04/2018,21/04/2018,Tirandentes,BRAZIL
Europe & Russia,Apr-18,23/04/2018,23/04/2018,National Sovereignty Day,TURKEY
"Europe , Russia",Jul-18,05/07/2018,05/07/2018,"St Cyril , Methodius day","CZECH REPUBLIC , SLOVAKIA"
Far East & Australia,Apr-18,25/04/2018,25/04/2018,Hung King's Temple Festival,VIETNAM
Americas,Aug-18,15/08/2018,15/08/2018,Assumption Day,"PARAGUAY, CHILE,VENEZUELA"
"Europe , Russia",Nov-18,17/11/2018,17/11/2018,"Struggle for freedom , Democracy  day","CZECH REPUBLIC , SLOVAKIA"
Africa,Apr-18,25/04/2018,25/04/2018,Liberation Day,EGYPT
Africa,Apr-18,26/04/2018,26/04/2018,Union Day,TANZANIA
Africa,Apr-18,27/04/2018,27/04/2018,Freedom Day ,SOUTH AFRICA
Europe & Russia,Apr-18,27/04/2018,27/04/2018,King's birthday,NETHERLANDS
Europe & Russia,Apr-18,27/04/2018,27/04/2018,General Prayer Day,DENMARK
Far East & Australia,Apr-18,30/04/2018,30/04/2018,Reunification Day,VIETNAM
"Far East , Australia",Jun-19,10/06/2019,10/06/2019, Queen's birthday ,"AUSTRALIA (EXCEPT QLD , WA)"
Far East & Australia,May-20,04-May-20,04-May-20,Labour Day,AUSTRALIA(NORTHERNTERRITORY)
Far East & Australia,May-19,06/05/2019,06/05/2019, Labour Day ,AUSTRALIA(NORTHERN TERRITORY)
Far East & Australia,May-19,12/05/2019,12/05/2019, Wesak Bucha/Buddha Purnima ,"SINGAPORE, MALAYSIA, CAMBODIA"
MIddle East & GCC,Aug-19,30/08/2019,31/08/2019, Hijri NY/Muharram ,"LEBANON, BAHRAIN, KUWAT, IRAQ"
Far East & Australia,Oct-20,05-Oct-20,05-Oct-20,Labour Day,AUSTRALIA
Europe & Russia,May-18,01/05/2018,01/05/2018,Solidarity Day,TURKEY
West -  South East Asia & Iran,May-18,02/05/2018,02/05/2018,Shab e baraat,BANGLADESH
West -  South East Asia & Iran,May-18,02/05/2018,02/05/2018,Imam Mahdi's Birthday,IRAN
